parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,1350.0,Bi-weight 10800.0 width,27000.0,200,0.8891,0.7201
alpha,0,0,2628.94736842,Bi-weight 10800.0 width,27000.0,200,0.6125,0.7204
alpha,0,0,3907.89473684,Bi-weight 10800.0 width,27000.0,200,0.48,
alpha,0,0,5186.84210526,Bi-weight 10800.0 width,27000.0,200,0.6212,
alpha,0,0,6465.78947368,Bi-weight 10800.0 width,27000.0,200,0.898,0.9082
alpha,0,0,7744.73684211,Bi-weight 10800.0 width,27000.0,200,1.0399,0.9127
alpha,0,0,9023.68421053,Bi-weight 10800.0 width,27000.0,200,0.9083,0.8527
alpha,0,0,10302.63157895,Bi-weight 10800.0 width,27000.0,200,0.6318,0.7689
alpha,0,0,11581.57894737,Bi-weight 10800.0 width,27000.0,200,0.4805,0.7223
alpha,0,0,12860.52631579,Bi-weight 10800.0 width,27000.0,200,0.6024,
alpha,0,0,14139.47368421,Bi-weight 10800.0 width,27000.0,200,0.8783,0.8117
alpha,0,0,15418.42105263,Bi-weight 10800.0 width,27000.0,200,1.0386,0.8499
alpha,0,0,16697.36842105,Bi-weight 10800.0 width,27000.0,200,0.9266,0.8354
alpha,0,0,17976.31578947,Bi-weight 10800.0 width,27000.0,200,0.6518,0.786
alpha,0,0,19255.26315789,Bi-weight 10800.0 width,27000.0,200,0.4827,
alpha,0,0,20534.21052632,Bi-weight 10800.0 width,27000.0,200,0.5846,0.7749
alpha,0,0,21813.15789474,Bi-weight 10800.0 width,27000.0,200,0.8579,0.836
alpha,0,0,23092.10526316,Bi-weight 10800.0 width,27000.0,200,1.0355,0.885
alpha,0,0,24371.05263158,Bi-weight 10800.0 width,27000.0,200,0.9439,0.9084
alpha,0,0,25650.0,Bi-weight 10800.0 width,27000.0,200,0.6726,0.9058
beta,0,0,1350.0,Bi-weight 10800.0 width,27000.0,200,4.0,3.6307
beta,0,0,2628.94736842,Bi-weight 10800.0 width,27000.0,200,4.0,3.7165
beta,0,0,3907.89473684,Bi-weight 10800.0 width,27000.0,200,4.0,
beta,0,0,5186.84210526,Bi-weight 10800.0 width,27000.0,200,4.0,
beta,0,0,6465.78947368,Bi-weight 10800.0 width,27000.0,200,4.0,4.0765
beta,0,0,7744.73684211,Bi-weight 10800.0 width,27000.0,200,4.0,4.1003
beta,0,0,9023.68421053,Bi-weight 10800.0 width,27000.0,200,4.0,3.9517
beta,0,0,10302.63157895,Bi-weight 10800.0 width,27000.0,200,4.0,3.7766
beta,0,0,11581.57894737,Bi-weight 10800.0 width,27000.0,200,4.0,3.6782
beta,0,0,12860.52631579,Bi-weight 10800.0 width,27000.0,200,4.0,
beta,0,0,14139.47368421,Bi-weight 10800.0 width,27000.0,200,4.0,3.9207
beta,0,0,15418.42105263,Bi-weight 10800.0 width,27000.0,200,4.0,4.1041
beta,0,0,16697.36842105,Bi-weight 10800.0 width,27000.0,200,4.0,4.1902
beta,0,0,17976.31578947,Bi-weight 10800.0 width,27000.0,200,4.0,4.1391
beta,0,0,19255.26315789,Bi-weight 10800.0 width,27000.0,200,4.0,
beta,0,0,20534.21052632,Bi-weight 10800.0 width,27000.0,200,4.0,4.0898
beta,0,0,21813.15789474,Bi-weight 10800.0 width,27000.0,200,4.0,4.1068
beta,0,0,23092.10526316,Bi-weight 10800.0 width,27000.0,200,4.0,4.1163
beta,0,0,24371.05263158,Bi-weight 10800.0 width,27000.0,200,4.0,4.0651
beta,0,0,25650.0,Bi-weight 10800.0 width,27000.0,200,4.0,3.9554
nu,0,0,1350.0,Bi-weight 10800.0 width,27000.0,200,0.4974,0.4365
nu,0,0,2628.94736842,Bi-weight 10800.0 width,27000.0,200,0.4316,0.4328
nu,0,0,3907.89473684,Bi-weight 10800.0 width,27000.0,200,0.4,
nu,0,0,5186.84210526,Bi-weight 10800.0 width,27000.0,200,0.4336,
nu,0,0,6465.78947368,Bi-weight 10800.0 width,27000.0,200,0.4995,0.4622
nu,0,0,7744.73684211,Bi-weight 10800.0 width,27000.0,200,0.5333,0.4711
nu,0,0,9023.68421053,Bi-weight 10800.0 width,27000.0,200,0.502,0.4652
nu,0,0,10302.63157895,Bi-weight 10800.0 width,27000.0,200,0.4361,0.4531
