parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,1200.0,Bi-weight 9600.0 width,24000.0,200,0.8894,0.8081
alpha,0,0,2336.84210526,Bi-weight 9600.0 width,24000.0,200,0.613,0.8053
alpha,0,0,3473.68421053,Bi-weight 9600.0 width,24000.0,200,0.48,
alpha,0,0,4610.52631579,Bi-weight 9600.0 width,24000.0,200,0.6202,0.8836
alpha,0,0,5747.36842105,Bi-weight 9600.0 width,24000.0,200,0.8968,0.9119
alpha,0,0,6884.21052632,Bi-weight 9600.0 width,24000.0,200,1.0399,0.9016
alpha,0,0,8021.05263158,Bi-weight 9600.0 width,24000.0,200,0.9099,0.8418
alpha,0,0,9157.89473684,Bi-weight 9600.0 width,24000.0,200,0.6337,0.7614
alpha,0,0,10294.73684211,Bi-weight 9600.0 width,24000.0,200,0.4807,
alpha,0,0,11431.57894737,Bi-weight 9600.0 width,24000.0,200,0.6002,0.7043
alpha,0,0,12568.42105263,Bi-weight 9600.0 width,24000.0,200,0.8756,0.7282
alpha,0,0,13705.26315789,Bi-weight 9600.0 width,24000.0,200,1.0382,0.733
alpha,0,0,14842.10526316,Bi-weight 9600.0 width,24000.0,200,0.9294,0.7073
alpha,0,0,15978.94736842,Bi-weight 9600.0 width,24000.0,200,0.6553,0.6879
alpha,0,0,17115.78947368,Bi-weight 9600.0 width,24000.0,200,0.4833,
alpha,0,0,18252.63157895,Bi-weight 9600.0 width,24000.0,200,0.5813,
alpha,0,0,19389.47368421,Bi-weight 9600.0 width,24000.0,200,0.8536,0.8537
alpha,0,0,20526.31578947,Bi-weight 9600.0 width,24000.0,200,1.0346,0.8763
alpha,0,0,21663.15789474,Bi-weight 9600.0 width,24000.0,200,0.9477,0.8613
alpha,0,0,22800.0,Bi-weight 9600.0 width,24000.0,200,0.6776,
beta,0,0,1200.0,Bi-weight 9600.0 width,24000.0,200,4.0,3.8941
beta,0,0,2336.84210526,Bi-weight 9600.0 width,24000.0,200,4.0,4.0976
beta,0,0,3473.68421053,Bi-weight 9600.0 width,24000.0,200,4.0,
beta,0,0,4610.52631579,Bi-weight 9600.0 width,24000.0,200,4.0,4.3617
beta,0,0,5747.36842105,Bi-weight 9600.0 width,24000.0,200,4.0,4.2991
beta,0,0,6884.21052632,Bi-weight 9600.0 width,24000.0,200,4.0,4.1578
beta,0,0,8021.05263158,Bi-weight 9600.0 width,24000.0,200,4.0,3.9507
beta,0,0,9157.89473684,Bi-weight 9600.0 width,24000.0,200,4.0,3.6554
beta,0,0,10294.73684211,Bi-weight 9600.0 width,24000.0,200,4.0,
