parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,600.0,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.5493
alpha,0,0,876.92307692,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.5361
alpha,0,0,1153.84615385,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.5015
alpha,0,0,1430.76923077,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.4908
alpha,0,0,1707.69230769,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.4699
alpha,0,0,1984.61538462,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.4611
alpha,0,0,2261.53846154,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.45899999999999996
alpha,0,0,2538.46153846,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.4625
alpha,0,0,2815.38461538,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.4712
alpha,0,0,3092.30769231,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.4833
alpha,0,0,3369.23076923,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.4954
alpha,0,0,3646.15384615,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.493
alpha,0,0,3923.07692308,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.5217
alpha,0,0,4200.0,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.5670000000000001
alpha,0,0,4476.92307692,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.6145
alpha,0,0,4753.84615385,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.6439
alpha,0,0,5030.76923077,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.6659999999999999
alpha,0,0,5307.69230769,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.6393
alpha,0,0,5584.61538462,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.6926
alpha,0,0,5861.53846154,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.7255
alpha,0,0,6138.46153846,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.7914
alpha,0,0,6415.38461538,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.6197
alpha,0,0,6692.30769231,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,
alpha,0,0,6969.23076923,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.4619
alpha,0,0,7246.15384615,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.6,0.6895
alpha,0,0,7523.07692308,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.9087
alpha,0,0,7800.0,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.9296
alpha,0,0,8076.92307692,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.8956
alpha,0,0,8353.84615385,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.7803
alpha,0,0,8630.76923077,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.7986
alpha,0,0,8907.69230769,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.7923
alpha,0,0,9184.61538462,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.8062
alpha,0,0,9461.53846154,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.8273
alpha,0,0,9738.46153846,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.8507
alpha,0,0,10015.38461538,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.8686
alpha,0,0,10292.30769231,"Adaptive (jump special) Bi-weight, 1st width 4000.0",12000,200,0.9,0.8795
