parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,1000.0,Bi-weight 6666.7 width,20000,200,1.5248,1.828
alpha,0,0,1620.68965517,Bi-weight 6666.7 width,20000,200,1.5401,1.7215
alpha,0,0,2241.37931034,Bi-weight 6666.7 width,20000,200,1.5555,1.6061
alpha,0,0,2862.06896552,Bi-weight 6666.7 width,20000,200,1.5708,1.4994
alpha,0,0,3482.75862069,Bi-weight 6666.7 width,20000,200,1.5862,1.4256
alpha,0,0,4103.44827586,Bi-weight 6666.7 width,20000,200,1.6016,1.4111
alpha,0,0,4724.13793103,Bi-weight 6666.7 width,20000,200,1.6169,1.4422
alpha,0,0,5344.82758621,Bi-weight 6666.7 width,20000,200,1.6323,1.499
alpha,0,0,5965.51724138,Bi-weight 6666.7 width,20000,200,1.6477,1.557
alpha,0,0,6586.20689655,Bi-weight 6666.7 width,20000,200,1.663,1.6078
alpha,0,0,7206.89655172,Bi-weight 6666.7 width,20000,200,1.6784,1.6525
alpha,0,0,7827.5862069,Bi-weight 6666.7 width,20000,200,1.6938,1.6947
alpha,0,0,8448.27586207,Bi-weight 6666.7 width,20000,200,1.7091,1.7332
alpha,0,0,9068.96551724,Bi-weight 6666.7 width,20000,200,1.7245,1.7717
alpha,0,0,9689.65517241,Bi-weight 6666.7 width,20000,200,1.7398,1.8157
alpha,0,0,10310.34482759,Bi-weight 6666.7 width,20000,200,1.7552,1.8495
alpha,0,0,10931.03448276,Bi-weight 6666.7 width,20000,200,1.7706,1.8635
alpha,0,0,11551.72413793,Bi-weight 6666.7 width,20000,200,1.7859,1.852
alpha,0,0,12172.4137931,Bi-weight 6666.7 width,20000,200,1.8013,1.8096
alpha,0,0,12793.10344828,Bi-weight 6666.7 width,20000,200,1.8167,1.7439
alpha,0,0,13413.79310345,Bi-weight 6666.7 width,20000,200,1.832,1.6603
alpha,0,0,14034.48275862,Bi-weight 6666.7 width,20000,200,1.8474,1.5483
alpha,0,0,14655.17241379,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,15275.86206897,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,15896.55172414,Bi-weight 6666.7 width,20000,200,1.1538,
alpha,0,0,16517.24137931,Bi-weight 6666.7 width,20000,200,1.1538,0.8978
alpha,0,0,17137.93103448,Bi-weight 6666.7 width,20000,200,1.1538,0.856
alpha,0,0,17758.62068966,Bi-weight 6666.7 width,20000,200,1.1538,0.8875
alpha,0,0,18379.31034483,Bi-weight 6666.7 width,20000,200,1.1538,0.9273
alpha,0,0,19000.0,Bi-weight 6666.7 width,20000,200,1.1538,0.9756
alpha,1,0,1000.0,Bi-weight 6666.7 width,20000,200,0.5347,0.6473
alpha,1,0,1620.68965517,Bi-weight 6666.7 width,20000,200,0.5562,0.6679
alpha,1,0,2241.37931034,Bi-weight 6666.7 width,20000,200,0.5777,0.6813
alpha,1,0,2862.06896552,Bi-weight 6666.7 width,20000,200,0.5992,0.683
alpha,1,0,3482.75862069,Bi-weight 6666.7 width,20000,200,0.6207,0.6708
alpha,1,0,4103.44827586,Bi-weight 6666.7 width,20000,200,0.6422,0.6466
alpha,1,0,4724.13793103,Bi-weight 6666.7 width,20000,200,0.6637,0.6259
alpha,1,0,5344.82758621,Bi-weight 6666.7 width,20000,200,0.6852,0.623
alpha,1,0,5965.51724138,Bi-weight 6666.7 width,20000,200,0.7067,0.6362
alpha,1,0,6586.20689655,Bi-weight 6666.7 width,20000,200,0.7282,0.6613
alpha,1,0,7206.89655172,Bi-weight 6666.7 width,20000,200,0.7497,0.6959
alpha,1,0,7827.5862069,Bi-weight 6666.7 width,20000,200,0.7713,0.7352
alpha,1,0,8448.27586207,Bi-weight 6666.7 width,20000,200,0.7928,0.7715
alpha,1,0,9068.96551724,Bi-weight 6666.7 width,20000,200,0.8143,0.797
alpha,1,0,9689.65517241,Bi-weight 6666.7 width,20000,200,0.8358,0.8151
alpha,1,0,10310.34482759,Bi-weight 6666.7 width,20000,200,0.8573,0.8354
alpha,1,0,10931.03448276,Bi-weight 6666.7 width,20000,200,0.8788,0.8617
alpha,1,0,11551.72413793,Bi-weight 6666.7 width,20000,200,0.9003,0.8837
alpha,1,0,12172.4137931,Bi-weight 6666.7 width,20000,200,0.9218,0.8858
alpha,1,0,12793.10344828,Bi-weight 6666.7 width,20000,200,0.9433,0.8646
alpha,1,0,13413.79310345,Bi-weight 6666.7 width,20000,200,0.9648,0.8217
alpha,1,0,14034.48275862,Bi-weight 6666.7 width,20000,200,0.9863,0.7645
alpha,1,0,14655.17241379,Bi-weight 6666.7 width,20000,200,0.3846,
alpha,1,0,15275.86206897,Bi-weight 6666.7 width,20000,200,0.3846,
alpha,1,0,15896.55172414,Bi-weight 6666.7 width,20000,200,0.3846,
alpha,1,0,16517.24137931,Bi-weight 6666.7 width,20000,200,0.3846,0.4843
alpha,1,0,17137.93103448,Bi-weight 6666.7 width,20000,200,0.3846,0.4533
alpha,1,0,17758.62068966,Bi-weight 6666.7 width,20000,200,0.3846,0.431
alpha,1,0,18379.31034483,Bi-weight 6666.7 width,20000,200,0.3846,0.4078
alpha,1,0,19000.0,Bi-weight 6666.7 width,20000,200,0.3846,0.3908
alpha,0,1,1000.0,Bi-weight 6666.7 width,20000,200,0.5347,0.593
alpha,0,1,1620.68965517,Bi-weight 6666.7 width,20000,200,0.5562,0.5857
alpha,0,1,2241.37931034,Bi-weight 6666.7 width,20000,200,0.5777,0.5707
alpha,0,1,2862.06896552,Bi-weight 6666.7 width,20000,200,0.5992,0.5588
