parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,900.0,Bi-weight 7200.0 width,18000.0,200,0.8901,0.8021
alpha,0,0,1752.63157895,Bi-weight 7200.0 width,18000.0,200,0.6144,0.7457
alpha,0,0,2605.26315789,Bi-weight 7200.0 width,18000.0,200,0.48,
alpha,0,0,3457.89473684,Bi-weight 7200.0 width,18000.0,200,0.6174,0.7046
alpha,0,0,4310.52631579,Bi-weight 7200.0 width,18000.0,200,0.8933,0.7195
alpha,0,0,5163.15789474,Bi-weight 7200.0 width,18000.0,200,1.0397,0.7447
alpha,0,0,6015.78947368,Bi-weight 7200.0 width,18000.0,200,0.9146,0.7618
alpha,0,0,6868.42105263,Bi-weight 7200.0 width,18000.0,200,0.6394,0.7765
alpha,0,0,7721.05263158,Bi-weight 7200.0 width,18000.0,200,0.4813,
alpha,0,0,8573.68421053,Bi-weight 7200.0 width,18000.0,200,0.5937,0.8536
alpha,0,0,9426.31578947,Bi-weight 7200.0 width,18000.0,200,0.8676,0.8886
alpha,0,0,10278.94736842,Bi-weight 7200.0 width,18000.0,200,1.037,0.8895
alpha,0,0,11131.57894737,Bi-weight 7200.0 width,18000.0,200,0.9375,0.846
alpha,0,0,11984.21052632,Bi-weight 7200.0 width,18000.0,200,0.6657,0.7711
alpha,0,0,12836.84210526,Bi-weight 7200.0 width,18000.0,200,0.4854,
alpha,0,0,13689.47368421,Bi-weight 7200.0 width,18000.0,200,0.5717,
alpha,0,0,14542.10526316,Bi-weight 7200.0 width,18000.0,200,0.8407,0.7553
alpha,0,0,15394.73684211,Bi-weight 7200.0 width,18000.0,200,1.0314,0.791
alpha,0,0,16247.36842105,Bi-weight 7200.0 width,18000.0,200,0.9586,0.8019
alpha,0,0,17100.0,Bi-weight 7200.0 width,18000.0,200,0.693,0.7893
beta,0,0,900.0,Bi-weight 7200.0 width,18000.0,200,4.0,4.0329
beta,0,0,1752.63157895,Bi-weight 7200.0 width,18000.0,200,4.0,3.8706
beta,0,0,2605.26315789,Bi-weight 7200.0 width,18000.0,200,4.0,
beta,0,0,3457.89473684,Bi-weight 7200.0 width,18000.0,200,4.0,3.4942
beta,0,0,4310.52631579,Bi-weight 7200.0 width,18000.0,200,4.0,3.4913
beta,0,0,5163.15789474,Bi-weight 7200.0 width,18000.0,200,4.0,3.7123
beta,0,0,6015.78947368,Bi-weight 7200.0 width,18000.0,200,4.0,4.0565
beta,0,0,6868.42105263,Bi-weight 7200.0 width,18000.0,200,4.0,4.392
beta,0,0,7721.05263158,Bi-weight 7200.0 width,18000.0,200,4.0,
beta,0,0,8573.68421053,Bi-weight 7200.0 width,18000.0,200,4.0,4.0659
beta,0,0,9426.31578947,Bi-weight 7200.0 width,18000.0,200,4.0,3.7876
beta,0,0,10278.94736842,Bi-weight 7200.0 width,18000.0,200,4.0,3.6378
beta,0,0,11131.57894737,Bi-weight 7200.0 width,18000.0,200,4.0,3.539
beta,0,0,11984.21052632,Bi-weight 7200.0 width,18000.0,200,4.0,3.4696
beta,0,0,12836.84210526,Bi-weight 7200.0 width,18000.0,200,4.0,
beta,0,0,13689.47368421,Bi-weight 7200.0 width,18000.0,200,4.0,
beta,0,0,14542.10526316,Bi-weight 7200.0 width,18000.0,200,4.0,3.3044
beta,0,0,15394.73684211,Bi-weight 7200.0 width,18000.0,200,4.0,3.3889
beta,0,0,16247.36842105,Bi-weight 7200.0 width,18000.0,200,4.0,3.4863
beta,0,0,17100.0,Bi-weight 7200.0 width,18000.0,200,4.0,3.6107
nu,0,0,900.0,Bi-weight 7200.0 width,18000.0,200,0.4976,0.4604
nu,0,0,1752.63157895,Bi-weight 7200.0 width,18000.0,200,0.432,0.4544
nu,0,0,2605.26315789,Bi-weight 7200.0 width,18000.0,200,0.4,
nu,0,0,3457.89473684,Bi-weight 7200.0 width,18000.0,200,0.4327,0.469
nu,0,0,4310.52631579,Bi-weight 7200.0 width,18000.0,200,0.4984,0.4829
nu,0,0,5163.15789474,Bi-weight 7200.0 width,18000.0,200,0.5333,0.4898
nu,0,0,6015.78947368,Bi-weight 7200.0 width,18000.0,200,0.5035,0.481
nu,0,0,6868.42105263,Bi-weight 7200.0 width,18000.0,200,0.438,0.4651
nu,0,0,7721.05263158,Bi-weight 7200.0 width,18000.0,200,0.4003,
nu,0,0,8573.68421053,Bi-weight 7200.0 width,18000.0,200,0.4271,0.4592
nu,0,0,9426.31578947,Bi-weight 7200.0 width,18000.0,200,0.4923,0.4694
nu,0,0,10278.94736842,Bi-weight 7200.0 width,18000.0,200,0.5326,0.4726
nu,0,0,11131.57894737,Bi-weight 7200.0 width,18000.0,200,0.5089,0.461
nu,0,0,11984.21052632,Bi-weight 7200.0 width,18000.0,200,0.4442,0.4443
nu,0,0,12836.84210526,Bi-weight 7200.0 width,18000.0,200,0.4013,
nu,0,0,13689.47368421,Bi-weight 7200.0 width,18000.0,200,0.4218,
nu,0,0,14542.10526316,Bi-weight 7200.0 width,18000.0,200,0.4859,0.452
nu,0,0,15394.73684211,Bi-weight 7200.0 width,18000.0,200,0.5313,0.4624
nu,0,0,16247.36842105,Bi-weight 7200.0 width,18000.0,200,0.514,0.4642
nu,0,0,17100.0,Bi-weight 7200.0 width,18000.0,200,0.4507,0.4568
