parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,600.0,Bi-weight 4000.0 width,12000,200,0.6,0.7248
alpha,0,0,876.92307692,Bi-weight 4000.0 width,12000,200,0.6,0.7375
alpha,0,0,1153.84615385,Bi-weight 4000.0 width,12000,200,0.6,0.7401
alpha,0,0,1430.76923077,Bi-weight 4000.0 width,12000,200,0.6,0.7333
alpha,0,0,1707.69230769,Bi-weight 4000.0 width,12000,200,0.6,0.7142
alpha,0,0,1984.61538462,Bi-weight 4000.0 width,12000,200,0.6,0.6858
alpha,0,0,2261.53846154,Bi-weight 4000.0 width,12000,200,0.6,0.6543
alpha,0,0,2538.46153846,Bi-weight 4000.0 width,12000,200,0.6,0.6232
alpha,0,0,2815.38461538,Bi-weight 4000.0 width,12000,200,0.6,0.5968
alpha,0,0,3092.30769231,Bi-weight 4000.0 width,12000,200,0.6,0.5758
alpha,0,0,3369.23076923,Bi-weight 4000.0 width,12000,200,0.6,0.5586
alpha,0,0,3646.15384615,Bi-weight 4000.0 width,12000,200,0.6,0.5503
alpha,0,0,3923.07692308,Bi-weight 4000.0 width,12000,200,0.6,0.545
alpha,0,0,4200.0,Bi-weight 4000.0 width,12000,200,0.6,0.5398
alpha,0,0,4476.92307692,Bi-weight 4000.0 width,12000,200,0.6,0.5345
alpha,0,0,4753.84615385,Bi-weight 4000.0 width,12000,200,0.6,0.5214
alpha,0,0,5030.76923077,Bi-weight 4000.0 width,12000,200,0.6,0.5029
alpha,0,0,5307.69230769,Bi-weight 4000.0 width,12000,200,0.6,0.489
alpha,0,0,5584.61538462,Bi-weight 4000.0 width,12000,200,0.6,0.4885
alpha,0,0,5861.53846154,Bi-weight 4000.0 width,12000,200,0.6,0.5081
alpha,0,0,6138.46153846,Bi-weight 4000.0 width,12000,200,0.6,0.5396
alpha,0,0,6415.38461538,Bi-weight 4000.0 width,12000,200,0.6,
alpha,0,0,6692.30769231,Bi-weight 4000.0 width,12000,200,0.6,0.6188
alpha,0,0,6969.23076923,Bi-weight 4000.0 width,12000,200,0.6,0.6577
alpha,0,0,7246.15384615,Bi-weight 4000.0 width,12000,200,0.6,
alpha,0,0,7523.07692308,Bi-weight 4000.0 width,12000,200,0.9,0.7423
alpha,0,0,7800.0,Bi-weight 4000.0 width,12000,200,0.9,0.7847
alpha,0,0,8076.92307692,Bi-weight 4000.0 width,12000,200,0.9,0.8272
alpha,0,0,8353.84615385,Bi-weight 4000.0 width,12000,200,0.9,0.8629
alpha,0,0,8630.76923077,Bi-weight 4000.0 width,12000,200,0.9,0.8893
alpha,0,0,8907.69230769,Bi-weight 4000.0 width,12000,200,0.9,0.907
alpha,0,0,9184.61538462,Bi-weight 4000.0 width,12000,200,0.9,0.9227
alpha,0,0,9461.53846154,Bi-weight 4000.0 width,12000,200,0.9,0.9294
alpha,0,0,9738.46153846,Bi-weight 4000.0 width,12000,200,0.9,0.9191
alpha,0,0,10015.38461538,Bi-weight 4000.0 width,12000,200,0.9,0.8887
alpha,0,0,10292.30769231,Bi-weight 4000.0 width,12000,200,0.9,0.8471
alpha,0,0,10569.23076923,Bi-weight 4000.0 width,12000,200,0.9,0.8084
alpha,0,0,10846.15384615,Bi-weight 4000.0 width,12000,200,0.9,0.7842
alpha,0,0,11123.07692308,Bi-weight 4000.0 width,12000,200,0.9,0.7715
alpha,0,0,11400.0,Bi-weight 4000.0 width,12000,200,0.9,0.7704
beta,0,0,600.0,Bi-weight 4000.0 width,12000,200,4.0,3.6226
beta,0,0,876.92307692,Bi-weight 4000.0 width,12000,200,4.0,3.6482
beta,0,0,1153.84615385,Bi-weight 4000.0 width,12000,200,4.0,3.6742
beta,0,0,1430.76923077,Bi-weight 4000.0 width,12000,200,4.0,3.696
beta,0,0,1707.69230769,Bi-weight 4000.0 width,12000,200,4.0,3.706
beta,0,0,1984.61538462,Bi-weight 4000.0 width,12000,200,4.0,3.7006
beta,0,0,2261.53846154,Bi-weight 4000.0 width,12000,200,4.0,3.6916
beta,0,0,2538.46153846,Bi-weight 4000.0 width,12000,200,4.0,3.6864
beta,0,0,2815.38461538,Bi-weight 4000.0 width,12000,200,4.0,3.6959
beta,0,0,3092.30769231,Bi-weight 4000.0 width,12000,200,4.0,3.7182
beta,0,0,3369.23076923,Bi-weight 4000.0 width,12000,200,4.0,3.692
