parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,600.0,Bi-weight 4000.0 width,12000,200,0.6,0.5913
alpha,0,0,876.92307692,Bi-weight 4000.0 width,12000,200,0.6,0.602
alpha,0,0,1153.84615385,Bi-weight 4000.0 width,12000,200,0.6,0.5991
alpha,0,0,1430.76923077,Bi-weight 4000.0 width,12000,200,0.6,0.5837
alpha,0,0,1707.69230769,Bi-weight 4000.0 width,12000,200,0.6,0.5586
alpha,0,0,1984.61538462,Bi-weight 4000.0 width,12000,200,0.6,0.5262
alpha,0,0,2261.53846154,Bi-weight 4000.0 width,12000,200,0.6,0.4959
alpha,0,0,2538.46153846,Bi-weight 4000.0 width,12000,200,0.6,0.4781
alpha,0,0,2815.38461538,Bi-weight 4000.0 width,12000,200,0.6,0.4718
alpha,0,0,3092.30769231,Bi-weight 4000.0 width,12000,200,0.6,0.4724
alpha,0,0,3369.23076923,Bi-weight 4000.0 width,12000,200,0.6,0.477
alpha,0,0,3646.15384615,Bi-weight 4000.0 width,12000,200,0.6,0.4886
alpha,0,0,3923.07692308,Bi-weight 4000.0 width,12000,200,0.6,0.5078
alpha,0,0,4200.0,Bi-weight 4000.0 width,12000,200,0.6,0.5302
alpha,0,0,4476.92307692,Bi-weight 4000.0 width,12000,200,0.6,0.5494
alpha,0,0,4753.84615385,Bi-weight 4000.0 width,12000,200,0.6,0.5629
alpha,0,0,5030.76923077,Bi-weight 4000.0 width,12000,200,0.6,0.5672
alpha,0,0,5307.69230769,Bi-weight 4000.0 width,12000,200,0.6,0.5693
alpha,0,0,5584.61538462,Bi-weight 4000.0 width,12000,200,0.6,0.5835
alpha,0,0,5861.53846154,Bi-weight 4000.0 width,12000,200,0.6,0.6169
alpha,0,0,6138.46153846,Bi-weight 4000.0 width,12000,200,0.6,0.6713
alpha,0,0,6415.38461538,Bi-weight 4000.0 width,12000,200,0.6,0.7303
alpha,0,0,6692.30769231,Bi-weight 4000.0 width,12000,200,0.6,0.7782
alpha,0,0,6969.23076923,Bi-weight 4000.0 width,12000,200,0.6,
alpha,0,0,7246.15384615,Bi-weight 4000.0 width,12000,200,0.6,
alpha,0,0,7523.07692308,Bi-weight 4000.0 width,12000,200,0.9,0.8633
alpha,0,0,7800.0,Bi-weight 4000.0 width,12000,200,0.9,0.8654
alpha,0,0,8076.92307692,Bi-weight 4000.0 width,12000,200,0.9,0.8518
alpha,0,0,8353.84615385,Bi-weight 4000.0 width,12000,200,0.9,0.8207
alpha,0,0,8630.76923077,Bi-weight 4000.0 width,12000,200,0.9,0.7803
alpha,0,0,8907.69230769,Bi-weight 4000.0 width,12000,200,0.9,0.7387
alpha,0,0,9184.61538462,Bi-weight 4000.0 width,12000,200,0.9,0.7128
alpha,0,0,9461.53846154,Bi-weight 4000.0 width,12000,200,0.9,0.7064
alpha,0,0,9738.46153846,Bi-weight 4000.0 width,12000,200,0.9,0.7182
alpha,0,0,10015.38461538,Bi-weight 4000.0 width,12000,200,0.9,0.7481
alpha,0,0,10292.30769231,Bi-weight 4000.0 width,12000,200,0.9,0.7876
alpha,0,0,10569.23076923,Bi-weight 4000.0 width,12000,200,0.9,0.8341
alpha,0,0,10846.15384615,Bi-weight 4000.0 width,12000,200,0.9,0.8782
alpha,0,0,11123.07692308,Bi-weight 4000.0 width,12000,200,0.9,0.9095
alpha,0,0,11400.0,Bi-weight 4000.0 width,12000,200,0.9,0.9259
beta,0,0,600.0,Bi-weight 4000.0 width,12000,200,4.0,3.8272
beta,0,0,876.92307692,Bi-weight 4000.0 width,12000,200,4.0,3.9433
beta,0,0,1153.84615385,Bi-weight 4000.0 width,12000,200,4.0,3.9999
beta,0,0,1430.76923077,Bi-weight 4000.0 width,12000,200,4.0,3.9776
beta,0,0,1707.69230769,Bi-weight 4000.0 width,12000,200,4.0,3.8586
beta,0,0,1984.61538462,Bi-weight 4000.0 width,12000,200,4.0,3.6322
beta,0,0,2261.53846154,Bi-weight 4000.0 width,12000,200,4.0,3.388
beta,0,0,2538.46153846,Bi-weight 4000.0 width,12000,200,4.0,3.2137
beta,0,0,2815.38461538,Bi-weight 4000.0 width,12000,200,4.0,3.0971
beta,0,0,3092.30769231,Bi-weight 4000.0 width,12000,200,4.0,3.0382
beta,0,0,3369.23076923,Bi-weight 4000.0 width,12000,200,4.0,3.0113
beta,0,0,3646.15384615,Bi-weight 4000.0 width,12000,200,4.0,3.0139
beta,0,0,3923.07692308,Bi-weight 4000.0 width,12000,200,4.0,3.0467
beta,0,0,4200.0,Bi-weight 4000.0 width,12000,200,4.0,3.097
beta,0,0,4476.92307692,Bi-weight 4000.0 width,12000,200,4.0,3.1559
beta,0,0,4753.84615385,Bi-weight 4000.0 width,12000,200,4.0,3.2303
beta,0,0,5030.76923077,Bi-weight 4000.0 width,12000,200,4.0,3.2916
beta,0,0,5307.69230769,Bi-weight 4000.0 width,12000,200,4.0,3.365
beta,0,0,5584.61538462,Bi-weight 4000.0 width,12000,200,4.0,3.5019
beta,0,0,5861.53846154,Bi-weight 4000.0 width,12000,200,4.0,3.7345
beta,0,0,6138.46153846,Bi-weight 4000.0 width,12000,200,4.0,4.0561
beta,0,0,6415.38461538,Bi-weight 4000.0 width,12000,200,4.0,4.2731
beta,0,0,6692.30769231,Bi-weight 4000.0 width,12000,200,4.0,4.3141
beta,0,0,6969.23076923,Bi-weight 4000.0 width,12000,200,4.0,
beta,0,0,7246.15384615,Bi-weight 4000.0 width,12000,200,4.0,
beta,0,0,7523.07692308,Bi-weight 4000.0 width,12000,200,4.0,4.0841
beta,0,0,7800.0,Bi-weight 4000.0 width,12000,200,4.0,3.9368
beta,0,0,8076.92307692,Bi-weight 4000.0 width,12000,200,4.0,3.8009
beta,0,0,8353.84615385,Bi-weight 4000.0 width,12000,200,4.0,3.6467
beta,0,0,8630.76923077,Bi-weight 4000.0 width,12000,200,4.0,3.4919
beta,0,0,8907.69230769,Bi-weight 4000.0 width,12000,200,4.0,3.355
beta,0,0,9184.61538462,Bi-weight 4000.0 width,12000,200,4.0,3.3002
beta,0,0,9461.53846154,Bi-weight 4000.0 width,12000,200,4.0,3.3384
beta,0,0,9738.46153846,Bi-weight 4000.0 width,12000,200,4.0,3.4709
beta,0,0,10015.38461538,Bi-weight 4000.0 width,12000,200,4.0,3.6879
beta,0,0,10292.30769231,Bi-weight 4000.0 width,12000,200,4.0,3.908
beta,0,0,10569.23076923,Bi-weight 4000.0 width,12000,200,4.0,4.1379
beta,0,0,10846.15384615,Bi-weight 4000.0 width,12000,200,4.0,4.3009
beta,0,0,11123.07692308,Bi-weight 4000.0 width,12000,200,4.0,4.3338
beta,0,0,11400.0,Bi-weight 4000.0 width,12000,200,4.0,4.263
nu,0,0,600.0,Bi-weight 4000.0 width,12000,200,0.4,0.3875
nu,0,0,876.92307692,Bi-weight 4000.0 width,12000,200,0.4,0.3888
nu,0,0,1153.84615385,Bi-weight 4000.0 width,12000,200,0.4,0.3906
