parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,600.0,Bi-weight 4000.0 width,12000,200,0.6,0.6655
alpha,0,0,876.92307692,Bi-weight 4000.0 width,12000,200,0.6,0.6355
alpha,0,0,1153.84615385,Bi-weight 4000.0 width,12000,200,0.6,0.6038
alpha,0,0,1430.76923077,Bi-weight 4000.0 width,12000,200,0.6,0.5742
alpha,0,0,1707.69230769,Bi-weight 4000.0 width,12000,200,0.6,0.554
alpha,0,0,1984.61538462,Bi-weight 4000.0 width,12000,200,0.6,0.5495
alpha,0,0,2261.53846154,Bi-weight 4000.0 width,12000,200,0.6,0.5625
alpha,0,0,2538.46153846,Bi-weight 4000.0 width,12000,200,0.6,0.5777
alpha,0,0,2815.38461538,Bi-weight 4000.0 width,12000,200,0.6,0.5918
alpha,0,0,3092.30769231,Bi-weight 4000.0 width,12000,200,0.6,0.6058
alpha,0,0,3369.23076923,Bi-weight 4000.0 width,12000,200,0.6,0.6151
alpha,0,0,3646.15384615,Bi-weight 4000.0 width,12000,200,0.6,0.6172
alpha,0,0,3923.07692308,Bi-weight 4000.0 width,12000,200,0.6,0.6124
alpha,0,0,4200.0,Bi-weight 4000.0 width,12000,200,0.6,0.6019
alpha,0,0,4476.92307692,Bi-weight 4000.0 width,12000,200,0.6,0.5927
alpha,0,0,4753.84615385,Bi-weight 4000.0 width,12000,200,0.6,0.5875
alpha,0,0,5030.76923077,Bi-weight 4000.0 width,12000,200,0.6,0.5942
alpha,0,0,5307.69230769,Bi-weight 4000.0 width,12000,200,0.6,0.6147
alpha,0,0,5584.61538462,Bi-weight 4000.0 width,12000,200,0.6,0.6507
alpha,0,0,5861.53846154,Bi-weight 4000.0 width,12000,200,0.6,0.6996
alpha,0,0,6138.46153846,Bi-weight 4000.0 width,12000,200,0.6,0.7474
alpha,0,0,6415.38461538,Bi-weight 4000.0 width,12000,200,0.6,
alpha,0,0,6692.30769231,Bi-weight 4000.0 width,12000,200,0.6,0.7894
alpha,0,0,6969.23076923,Bi-weight 4000.0 width,12000,200,0.6,0.7961
alpha,0,0,7246.15384615,Bi-weight 4000.0 width,12000,200,0.6,
alpha,0,0,7523.07692308,Bi-weight 4000.0 width,12000,200,0.9,0.8004
alpha,0,0,7800.0,Bi-weight 4000.0 width,12000,200,0.9,0.8022
alpha,0,0,8076.92307692,Bi-weight 4000.0 width,12000,200,0.9,0.8032
alpha,0,0,8353.84615385,Bi-weight 4000.0 width,12000,200,0.9,0.8016
alpha,0,0,8630.76923077,Bi-weight 4000.0 width,12000,200,0.9,0.8023
alpha,0,0,8907.69230769,Bi-weight 4000.0 width,12000,200,0.9,0.8039
alpha,0,0,9184.61538462,Bi-weight 4000.0 width,12000,200,0.9,0.8097
alpha,0,0,9461.53846154,Bi-weight 4000.0 width,12000,200,0.9,0.8179
alpha,0,0,9738.46153846,Bi-weight 4000.0 width,12000,200,0.9,0.829
alpha,0,0,10015.38461538,Bi-weight 4000.0 width,12000,200,0.9,0.8382
alpha,0,0,10292.30769231,Bi-weight 4000.0 width,12000,200,0.9,0.8423
alpha,0,0,10569.23076923,Bi-weight 4000.0 width,12000,200,0.9,0.8471
alpha,0,0,10846.15384615,Bi-weight 4000.0 width,12000,200,0.9,0.851
alpha,0,0,11123.07692308,Bi-weight 4000.0 width,12000,200,0.9,0.8553
alpha,0,0,11400.0,Bi-weight 4000.0 width,12000,200,0.9,0.8567
beta,0,0,600.0,Bi-weight 4000.0 width,12000,200,4.0,4.4455
beta,0,0,876.92307692,Bi-weight 4000.0 width,12000,200,4.0,4.0631
beta,0,0,1153.84615385,Bi-weight 4000.0 width,12000,200,4.0,3.6932
beta,0,0,1430.76923077,Bi-weight 4000.0 width,12000,200,4.0,3.3894
beta,0,0,1707.69230769,Bi-weight 4000.0 width,12000,200,4.0,3.2193
beta,0,0,1984.61538462,Bi-weight 4000.0 width,12000,200,4.0,3.2345
beta,0,0,2261.53846154,Bi-weight 4000.0 width,12000,200,4.0,3.4103
beta,0,0,2538.46153846,Bi-weight 4000.0 width,12000,200,4.0,3.5874
beta,0,0,2815.38461538,Bi-weight 4000.0 width,12000,200,4.0,3.7466
beta,0,0,3092.30769231,Bi-weight 4000.0 width,12000,200,4.0,3.8944
beta,0,0,3369.23076923,Bi-weight 4000.0 width,12000,200,4.0,3.9612
beta,0,0,3646.15384615,Bi-weight 4000.0 width,12000,200,4.0,3.9253
beta,0,0,3923.07692308,Bi-weight 4000.0 width,12000,200,4.0,3.869
beta,0,0,4200.0,Bi-weight 4000.0 width,12000,200,4.0,3.7992
beta,0,0,4476.92307692,Bi-weight 4000.0 width,12000,200,4.0,3.7076
beta,0,0,4753.84615385,Bi-weight 4000.0 width,12000,200,4.0,3.6177
beta,0,0,5030.76923077,Bi-weight 4000.0 width,12000,200,4.0,3.609
beta,0,0,5307.69230769,Bi-weight 4000.0 width,12000,200,4.0,3.6636
beta,0,0,5584.61538462,Bi-weight 4000.0 width,12000,200,4.0,3.7491
beta,0,0,5861.53846154,Bi-weight 4000.0 width,12000,200,4.0,3.8001
beta,0,0,6138.46153846,Bi-weight 4000.0 width,12000,200,4.0,3.7536
beta,0,0,6415.38461538,Bi-weight 4000.0 width,12000,200,4.0,
beta,0,0,6692.30769231,Bi-weight 4000.0 width,12000,200,4.0,3.5205
beta,0,0,6969.23076923,Bi-weight 4000.0 width,12000,200,4.0,3.3924
beta,0,0,7246.15384615,Bi-weight 4000.0 width,12000,200,4.0,
beta,0,0,7523.07692308,Bi-weight 4000.0 width,12000,200,4.0,3.1983
beta,0,0,7800.0,Bi-weight 4000.0 width,12000,200,4.0,3.1776
beta,0,0,8076.92307692,Bi-weight 4000.0 width,12000,200,4.0,3.1851
beta,0,0,8353.84615385,Bi-weight 4000.0 width,12000,200,4.0,3.1922
beta,0,0,8630.76923077,Bi-weight 4000.0 width,12000,200,4.0,3.2468
beta,0,0,8907.69230769,Bi-weight 4000.0 width,12000,200,4.0,3.3411
beta,0,0,9184.61538462,Bi-weight 4000.0 width,12000,200,4.0,3.487
beta,0,0,9461.53846154,Bi-weight 4000.0 width,12000,200,4.0,3.6634
beta,0,0,9738.46153846,Bi-weight 4000.0 width,12000,200,4.0,3.8648
beta,0,0,10015.38461538,Bi-weight 4000.0 width,12000,200,4.0,4.0644
beta,0,0,10292.30769231,Bi-weight 4000.0 width,12000,200,4.0,4.2131
beta,0,0,10569.23076923,Bi-weight 4000.0 width,12000,200,4.0,4.3
beta,0,0,10846.15384615,Bi-weight 4000.0 width,12000,200,4.0,4.3227
beta,0,0,11123.07692308,Bi-weight 4000.0 width,12000,200,4.0,4.307
beta,0,0,11400.0,Bi-weight 4000.0 width,12000,200,4.0,4.2554
nu,0,0,600.0,Bi-weight 4000.0 width,12000,200,0.4,0.4004
nu,0,0,876.92307692,Bi-weight 4000.0 width,12000,200,0.4,0.3979
nu,0,0,1153.84615385,Bi-weight 4000.0 width,12000,200,0.4,0.395
nu,0,0,1430.76923077,Bi-weight 4000.0 width,12000,200,0.4,0.3922
nu,0,0,1707.69230769,Bi-weight 4000.0 width,12000,200,0.4,0.3902
nu,0,0,1984.61538462,Bi-weight 4000.0 width,12000,200,0.4,0.39
nu,0,0,2261.53846154,Bi-weight 4000.0 width,12000,200,0.4,0.3907
nu,0,0,2538.46153846,Bi-weight 4000.0 width,12000,200,0.4,0.3911
nu,0,0,2815.38461538,Bi-weight 4000.0 width,12000,200,0.4,0.3916
nu,0,0,3092.30769231,Bi-weight 4000.0 width,12000,200,0.4,0.3917
nu,0,0,3369.23076923,Bi-weight 4000.0 width,12000,200,0.4,0.3907
nu,0,0,3646.15384615,Bi-weight 4000.0 width,12000,200,0.4,0.3879
nu,0,0,3923.07692308,Bi-weight 4000.0 width,12000,200,0.4,0.3842
nu,0,0,4200.0,Bi-weight 4000.0 width,12000,200,0.4,0.3808
nu,0,0,4476.92307692,Bi-weight 4000.0 width,12000,200,0.4,0.3777
nu,0,0,4753.84615385,Bi-weight 4000.0 width,12000,200,0.4,0.3743
nu,0,0,5030.76923077,Bi-weight 4000.0 width,12000,200,0.4,0.3712
nu,0,0,5307.69230769,Bi-weight 4000.0 width,12000,200,0.4,0.3687
nu,0,0,5584.61538462,Bi-weight 4000.0 width,12000,200,0.4,0.3676
nu,0,0,5861.53846154,Bi-weight 4000.0 width,12000,200,0.4,0.3699
nu,0,0,6138.46153846,Bi-weight 4000.0 width,12000,200,0.4,0.3761
nu,0,0,6415.38461538,Bi-weight 4000.0 width,12000,200,0.4,
nu,0,0,6692.30769231,Bi-weight 4000.0 width,12000,200,0.4,0.3972
nu,0,0,6969.23076923,Bi-weight 4000.0 width,12000,200,0.4,0.4096
nu,0,0,7246.15384615,Bi-weight 4000.0 width,12000,200,0.4,
nu,0,0,7523.07692308,Bi-weight 4000.0 width,12000,200,0.52,0.4398
nu,0,0,7800.0,Bi-weight 4000.0 width,12000,200,0.52,0.4584
nu,0,0,8076.92307692,Bi-weight 4000.0 width,12000,200,0.52,0.4761
nu,0,0,8353.84615385,Bi-weight 4000.0 width,12000,200,0.52,0.4905
nu,0,0,8630.76923077,Bi-weight 4000.0 width,12000,200,0.52,0.5036
nu,0,0,8907.69230769,Bi-weight 4000.0 width,12000,200,0.52,0.5154
nu,0,0,9184.61538462,Bi-weight 4000.0 width,12000,200,0.52,0.5262
nu,0,0,9461.53846154,Bi-weight 4000.0 width,12000,200,0.52,0.5356
nu,0,0,9738.46153846,Bi-weight 4000.0 width,12000,200,0.52,0.5426
nu,0,0,10015.38461538,Bi-weight 4000.0 width,12000,200,0.52,0.5457
nu,0,0,10292.30769231,Bi-weight 4000.0 width,12000,200,0.52,0.5446
nu,0,0,10569.23076923,Bi-weight 4000.0 width,12000,200,0.52,0.5405
nu,0,0,10846.15384615,Bi-weight 4000.0 width,12000,200,0.52,0.5359
nu,0,0,11123.07692308,Bi-weight 4000.0 width,12000,200,0.52,0.5316
nu,0,0,11400.0,Bi-weight 4000.0 width,12000,200,0.52,0.5269
