parameter,n,m,time estimation,weight function,T_max,time_burn_in,true value,value
alpha,0,0,750.0,Bi-weight 3750.0 width,15000,200,0.8907,0.7028
alpha,0,0,1096.15384615,Bi-weight 3750.0 width,15000,200,0.7558,0.6539
alpha,0,0,1442.30769231,Bi-weight 3750.0 width,15000,200,0.6219,
alpha,0,0,1788.46153846,Bi-weight 3750.0 width,15000,200,0.5219,0.5746
alpha,0,0,2134.61538462,Bi-weight 3750.0 width,15000,200,0.4804,0.5689
alpha,0,0,2480.76923077,Bi-weight 3750.0 width,15000,200,0.5076,
alpha,0,0,2826.92307692,Bi-weight 3750.0 width,15000,200,0.5968,
alpha,0,0,3173.07692308,Bi-weight 3750.0 width,15000,200,0.726,0.7085
alpha,0,0,3519.23076923,Bi-weight 3750.0 width,15000,200,0.8636,0.7627
alpha,0,0,3865.38461538,Bi-weight 3750.0 width,15000,200,0.9758,0.8055
alpha,0,0,4211.53846154,Bi-weight 3750.0 width,15000,200,1.035,0.8169
alpha,0,0,4557.69230769,Bi-weight 3750.0 width,15000,200,1.0266,0.7996
alpha,0,0,4903.84615385,Bi-weight 3750.0 width,15000,200,0.9527,0.7721
alpha,0,0,5250.0,Bi-weight 3750.0 width,15000,200,0.8315,0.752
alpha,0,0,5596.15384615,Bi-weight 3750.0 width,15000,200,0.6928,0.745
alpha,0,0,5942.30769231,Bi-weight 3750.0 width,15000,200,0.5705,0.7315
alpha,0,0,6288.46153846,Bi-weight 3750.0 width,15000,200,0.4948,0.7097
alpha,0,0,6634.61538462,Bi-weight 3750.0 width,15000,200,0.4842,0.7339
alpha,0,0,6980.76923077,Bi-weight 3750.0 width,15000,200,0.5414,0.8033
alpha,0,0,7326.92307692,Bi-weight 3750.0 width,15000,200,0.6522,0.8725
alpha,0,0,7673.07692308,Bi-weight 3750.0 width,15000,200,0.7895,0.9306
alpha,0,0,8019.23076923,Bi-weight 3750.0 width,15000,200,0.9196,0.9876
alpha,0,0,8365.38461538,Bi-weight 3750.0 width,15000,200,1.0105,1.0259
alpha,0,0,8711.53846154,Bi-weight 3750.0 width,15000,200,1.0398,1.0283
alpha,0,0,9057.69230769,Bi-weight 3750.0 width,15000,200,1.0004,0.9856
alpha,0,0,9403.84615385,Bi-weight 3750.0 width,15000,200,0.902,0.9062
alpha,0,0,9750.0,Bi-weight 3750.0 width,15000,200,0.7687,0.8091
alpha,0,0,10096.15384615,Bi-weight 3750.0 width,15000,200,0.6332,0.7256
alpha,0,0,10442.30769231,Bi-weight 3750.0 width,15000,200,0.5289,0.6684
alpha,0,0,10788.46153846,Bi-weight 3750.0 width,15000,200,0.4814,0.6545
alpha,0,0,11134.61538462,Bi-weight 3750.0 width,15000,200,0.5023,0.6945
alpha,0,0,11480.76923077,Bi-weight 3750.0 width,15000,200,0.5864,0.7734
alpha,0,0,11826.92307692,Bi-weight 3750.0 width,15000,200,0.7133,0.8603
alpha,0,0,12173.07692308,Bi-weight 3750.0 width,15000,200,0.8515,0.9333
alpha,0,0,12519.23076923,Bi-weight 3750.0 width,15000,200,0.9674,0.9879
alpha,0,0,12865.38461538,Bi-weight 3750.0 width,15000,200,1.0322,1.0386
alpha,0,0,13211.53846154,Bi-weight 3750.0 width,15000,200,1.0302,1.07
alpha,0,0,13557.69230769,Bi-weight 3750.0 width,15000,200,0.9619,1.0841
alpha,0,0,13903.84615385,Bi-weight 3750.0 width,15000,200,0.8439,1.0897
alpha,0,0,14250.0,Bi-weight 3750.0 width,15000,200,0.7054,1.0951
beta,0,0,750.0,Bi-weight 3750.0 width,15000,200,4.0,2.9012
beta,0,0,1096.15384615,Bi-weight 3750.0 width,15000,200,4.0,2.7042
beta,0,0,1442.30769231,Bi-weight 3750.0 width,15000,200,4.0,
beta,0,0,1788.46153846,Bi-weight 3750.0 width,15000,200,4.0,2.6051
beta,0,0,2134.61538462,Bi-weight 3750.0 width,15000,200,4.0,2.7685
beta,0,0,2480.76923077,Bi-weight 3750.0 width,15000,200,4.0,
beta,0,0,2826.92307692,Bi-weight 3750.0 width,15000,200,4.0,
beta,0,0,3173.07692308,Bi-weight 3750.0 width,15000,200,4.0,3.3558
beta,0,0,3519.23076923,Bi-weight 3750.0 width,15000,200,4.0,3.5088
beta,0,0,3865.38461538,Bi-weight 3750.0 width,15000,200,4.0,3.6458
beta,0,0,4211.53846154,Bi-weight 3750.0 width,15000,200,4.0,3.6825
beta,0,0,4557.69230769,Bi-weight 3750.0 width,15000,200,4.0,3.5906
beta,0,0,4903.84615385,Bi-weight 3750.0 width,15000,200,4.0,3.5075
beta,0,0,5250.0,Bi-weight 3750.0 width,15000,200,4.0,3.6398
beta,0,0,5596.15384615,Bi-weight 3750.0 width,15000,200,4.0,4.0478
beta,0,0,5942.30769231,Bi-weight 3750.0 width,15000,200,4.0,4.4454
beta,0,0,6288.46153846,Bi-weight 3750.0 width,15000,200,4.0,4.5309
beta,0,0,6634.61538462,Bi-weight 3750.0 width,15000,200,4.0,4.4872
beta,0,0,6980.76923077,Bi-weight 3750.0 width,15000,200,4.0,4.4759
beta,0,0,7326.92307692,Bi-weight 3750.0 width,15000,200,4.0,4.461
beta,0,0,7673.07692308,Bi-weight 3750.0 width,15000,200,4.0,4.4647
beta,0,0,8019.23076923,Bi-weight 3750.0 width,15000,200,4.0,4.4736
beta,0,0,8365.38461538,Bi-weight 3750.0 width,15000,200,4.0,4.4723
beta,0,0,8711.53846154,Bi-weight 3750.0 width,15000,200,4.0,4.4033
beta,0,0,9057.69230769,Bi-weight 3750.0 width,15000,200,4.0,4.2307
beta,0,0,9403.84615385,Bi-weight 3750.0 width,15000,200,4.0,3.9985
beta,0,0,9750.0,Bi-weight 3750.0 width,15000,200,4.0,3.7834
beta,0,0,10096.15384615,Bi-weight 3750.0 width,15000,200,4.0,3.7367
beta,0,0,10442.30769231,Bi-weight 3750.0 width,15000,200,4.0,3.9148
beta,0,0,10788.46153846,Bi-weight 3750.0 width,15000,200,4.0,4.2608
beta,0,0,11134.61538462,Bi-weight 3750.0 width,15000,200,4.0,4.4612
beta,0,0,11480.76923077,Bi-weight 3750.0 width,15000,200,4.0,4.2647
beta,0,0,11826.92307692,Bi-weight 3750.0 width,15000,200,4.0,4.1131
beta,0,0,12173.07692308,Bi-weight 3750.0 width,15000,200,4.0,4.0235
beta,0,0,12519.23076923,Bi-weight 3750.0 width,15000,200,4.0,3.9653
beta,0,0,12865.38461538,Bi-weight 3750.0 width,15000,200,4.0,3.9904
beta,0,0,13211.53846154,Bi-weight 3750.0 width,15000,200,4.0,4.0926
beta,0,0,13557.69230769,Bi-weight 3750.0 width,15000,200,4.0,4.3427
beta,0,0,13903.84615385,Bi-weight 3750.0 width,15000,200,4.0,4.7827
beta,0,0,14250.0,Bi-weight 3750.0 width,15000,200,4.0,5.472
nu,0,0,750.0,Bi-weight 3750.0 width,15000,200,0.4978,0.4378
nu,0,0,1096.15384615,Bi-weight 3750.0 width,15000,200,0.4657,0.4143
nu,0,0,1442.30769231,Bi-weight 3750.0 width,15000,200,0.4338,
nu,0,0,1788.46153846,Bi-weight 3750.0 width,15000,200,0.41,0.3897
nu,0,0,2134.61538462,Bi-weight 3750.0 width,15000,200,0.4001,0.3964
nu,0,0,2480.76923077,Bi-weight 3750.0 width,15000,200,0.4066,
nu,0,0,2826.92307692,Bi-weight 3750.0 width,15000,200,0.4278,
nu,0,0,3173.07692308,Bi-weight 3750.0 width,15000,200,0.4586,0.4734
nu,0,0,3519.23076923,Bi-weight 3750.0 width,15000,200,0.4913,0.5019
nu,0,0,3865.38461538,Bi-weight 3750.0 width,15000,200,0.518,0.5213
nu,0,0,4211.53846154,Bi-weight 3750.0 width,15000,200,0.5321,0.5252
nu,0,0,4557.69230769,Bi-weight 3750.0 width,15000,200,0.5301,0.5096
nu,0,0,4903.84615385,Bi-weight 3750.0 width,15000,200,0.5126,0.4826
nu,0,0,5250.0,Bi-weight 3750.0 width,15000,200,0.4837,0.4549
nu,0,0,5596.15384615,Bi-weight 3750.0 width,15000,200,0.4507,0.4305
nu,0,0,5942.30769231,Bi-weight 3750.0 width,15000,200,0.4216,0.4136
nu,0,0,6288.46153846,Bi-weight 3750.0 width,15000,200,0.4035,0.4087
nu,0,0,6634.61538462,Bi-weight 3750.0 width,15000,200,0.401,0.4188
nu,0,0,6980.76923077,Bi-weight 3750.0 width,15000,200,0.4146,0.4428
nu,0,0,7326.92307692,Bi-weight 3750.0 width,15000,200,0.441,0.4737
nu,0,0,7673.07692308,Bi-weight 3750.0 width,15000,200,0.4737,0.5052
